diameter,steps,measured_angle,tilt,tilt component,experimental a/s,theoretical a/s,k factor,expected angle,error
5,73.9375,43.48,10,0.984807753,0.588064243,1.146562663,0.512893244,43.04087605,-0.439123951
5,73.9375,43.11,10,0.984807753,0.583060017,1.146562663,0.508528697,43.04087605,-0.069123951
5,73.9375,42.89,10,0.984807753,0.580084531,1.146562663,0.505933561,43.04087605,0.150876049
5,73.75,42.82,10,0.984807753,0.580610169,1.146562663,0.506392008,42.93172759,0.111727589
5,73.75,42.56,10,0.984807753,0.577084746,1.146562663,0.503317232,42.93172759,0.371727589
5,73.75,42.17,10,0.984807753,0.57179661,1.146562663,0.498705068,42.93172759,0.761727589
5,147.5,90.21,10,0.984807753,0.61159322,1.146562663,0.533414562,85.86345518,-4.346544822
5,147.875,88.7,10,0.984807753,0.599830938,1.146562663,0.523155827,86.0817521,-2.618247902
5,147.5,88.36,10,0.984807753,0.599050847,1.146562663,0.522475454,85.86345518,-2.496544822
5,147.875,88.35,10,0.984807753,0.597464074,1.146562663,0.521091515,86.0817521,-2.268247902
5,147.5,88.3,10,0.984807753,0.598644068,1.146562663,0.522120672,85.86345518,-2.436544822
5,147.875,87.96,10,0.984807753,0.594826712,1.146562663,0.51879128,86.0817521,-1.878247902
5,147.875,87.89,10,0.984807753,0.594353339,1.146562663,0.518378418,86.0817521,-1.808247902
5,147.5,87.69,10,0.984807753,0.594508475,1.146562663,0.518513723,85.86345518,-1.826544822
5,147.875,86.72,10,0.984807753,0.586441251,1.146562663,0.511477715,86.0817521,-0.638247902
5,147.5,86.54,10,0.984807753,0.586711864,1.146562663,0.511713737,85.86345518,-0.676544822
5,221.25,134,10,0.984807753,0.605649718,1.146562663,0.528230804,128.7951828,-5.204817233
5,221.875,132.99,10,0.984807753,0.599391549,1.146562663,0.522772604,129.159011,-3.830989033
5,221.875,132.64,10,0.984807753,0.597814085,1.146562663,0.521396784,129.159011,-3.480989033
5,221.875,132.18,10,0.984807753,0.595740845,1.146562663,0.519588562,129.159011,-3.020989033
5,221.875,132.03,10,0.984807753,0.595064789,1.146562663,0.518998925,129.159011,-2.870989033
5,221.25,131.7,10,0.984807753,0.595254237,1.146562663,0.519164156,128.7951828,-2.904817233
5,221.25,131.57,10,0.984807753,0.594666667,1.146562663,0.518651694,128.7951828,-2.774817233
5,221.875,130.63,10,0.984807753,0.58875493,1.146562663,0.513495641,129.159011,-1.470989033
5,221.25,129.62,10,0.984807753,0.585853107,1.146562663,0.510964753,128.7951828,-0.824817233
5,221.25,129.55,10,0.984807753,0.585536723,1.146562663,0.510688811,128.7951828,-0.754817233
2,6.5625,12.69,20,0.939692621,1.933714286,2.735093397,0.70700119,9.550490248,-3.139509752
2,6.5,8.34,20,0.939692621,1.283076923,2.735093397,0.46911631,9.459533198,1.119533198
2,6.5,8.28,20,0.939692621,1.273846154,2.735093397,0.465741373,9.459533198,1.179533198
2,6.5,8.21,20,0.939692621,1.263076923,2.735093397,0.461803946,9.459533198,1.249533198
2,6.5,8.1,20,0.939692621,1.246153846,2.735093397,0.45561656,9.459533198,1.359533198
2,6.5,7.55,20,0.939692621,1.161538462,2.735093397,0.424679633,9.459533198,1.909533198
2,6.5,7.12,20,0.939692621,1.095384615,2.735093397,0.400492581,9.459533198,2.339533198
2,6.5625,6.76,20,0.939692621,1.030095238,2.735093397,0.376621595,9.550490248,2.790490248
2,29.3125,42.51,20,0.939692621,1.450234542,2.735093397,0.530232183,42.65885644,0.148856439
2,29.375,42.42,20,0.939692621,1.444085106,2.735093397,0.527983837,42.74981349,0.329813489
2,29.3125,42.25,20,0.939692621,1.441364606,2.735093397,0.526989172,42.65885644,0.408856439
2,29.3125,42.06,20,0.939692621,1.434882729,2.735093397,0.52461928,42.65885644,0.598856439
2,29.375,41.28,20,0.939692621,1.405276596,2.735093397,0.513794738,42.74981349,1.469813489
2,29.3125,40.83,20,0.939692621,1.392921109,2.735093397,0.509277347,42.65885644,1.828856439
2,29.3125,40.63,20,0.939692621,1.386098081,2.735093397,0.506782724,42.65885644,2.028856439
2,29.3125,40.48,20,0.939692621,1.38098081,2.735093397,0.504911756,42.65885644,2.178856439
2,29.3125,40.09,20,0.939692621,1.367675906,2.735093397,0.500047241,42.65885644,2.568856439
2,58.8125,94.34,20,0.939692621,1.604080765,2.735093397,0.586481166,85.59058403,-8.749415972
2,58.6875,88.68,20,0.939692621,1.511054313,2.735093397,0.552469,85.40866993,-3.271330072
2,58.6875,88.64,20,0.939692621,1.510372737,2.735093397,0.552219803,85.40866993,-3.231330072
2,58.6875,87.67,20,0.939692621,1.493844515,2.735093397,0.546176784,85.40866993,-2.261330072
2,58.6875,87.23,20,0.939692621,1.486347178,2.735093397,0.543435621,85.40866993,-1.821330072
2,58.8125,86.56,20,0.939692621,1.471795962,2.735093397,0.538115431,85.59058403,-0.969415972
2,58.8125,86.39,20,0.939692621,1.46890542,2.735093397,0.537058596,85.59058403,-0.799415972
2,58.6875,85.97,20,0.939692621,1.464877529,2.735093397,0.535585926,85.40866993,-0.561330072
2,58.6875,84.64,20,0.939692621,1.442215122,2.735093397,0.527300137,85.40866993,0.768669928
2,58.8125,84.59,20,0.939692621,1.438299681,2.735093397,0.52586858,85.59058403,1.000584028
2,58.8125,84.43,20,0.939692621,1.435579171,2.735093397,0.524873912,85.59058403,1.160584028
2,58.6875,84.33,20,0.939692621,1.436932907,2.735093397,0.525368863,85.40866993,1.078669928
2,58.6875,84,20,0.939692621,1.431309904,2.735093397,0.52331299,85.40866993,1.408669928
2,58.6875,83.99,20,0.939692621,1.43113951,2.735093397,0.523250691,85.40866993,1.418669928
2,88.1875,131.64,20,0.939692621,1.492728561,2.735093397,0.545768771,128.3403975,-3.299602482
2,88,131.15,20,0.939692621,1.490340909,2.735093397,0.544895802,128.0675264,-3.082473632
2,88,131.11,20,0.939692621,1.489886364,2.735093397,0.544729611,128.0675264,-3.042473632
2,88,131.1,20,0.939692621,1.489772727,2.735093397,0.544688064,128.0675264,-3.032473632
2,88.1875,131.06,20,0.939692621,1.486151665,2.735093397,0.543364138,128.3403975,-2.719602482
2,88.1875,130.57,20,0.939692621,1.480595322,2.735093397,0.541332637,128.3403975,-2.229602482
2,88.1875,130.5,20,0.939692621,1.479801559,2.735093397,0.541042423,128.3403975,-2.159602482
2,88,129.78,20,0.939692621,1.474772727,2.735093397,0.53920379,128.0675264,-1.712473632
2,88.1875,127.41,20,0.939692621,1.44476258,2.735093397,0.528231534,128.3403975,0.930397518
2,88,125.66,20,0.939692621,1.427954545,2.735093397,0.52208621,128.0675264,2.407526368
3,9.9375,10.63,20,0.939692621,1.069685535,1.823395598,0.586644794,9.641447298,-0.988552702
3,9.875,10.45,20,0.939692621,1.058227848,1.823395598,0.580361085,9.580809264,-0.869190736
3,9.875,7.9,20,0.939692621,0.8,1.823395598,0.438741873,9.580809264,1.680809264
3,9.875,7.67,20,0.939692621,0.776708861,1.823395598,0.425968375,9.580809264,1.910809264
3,9.9375,7.62,20,0.939692621,0.766792453,1.823395598,0.420529946,9.641447298,2.021447298
3,9.9375,7.59,20,0.939692621,0.763773585,1.823395598,0.418874316,9.641447298,2.051447298
3,9.875,7.58,20,0.939692621,0.767594937,1.823395598,0.42097005,9.580809264,2.000809264
3,9.9375,7.57,20,0.939692621,0.761761006,1.823395598,0.417770563,9.641447298,2.071447298
3,9.9375,7.57,20,0.939692621,0.761761006,1.823395598,0.417770563,9.641447298,2.071447298
3,9.875,7.56,20,0.939692621,0.76556962,1.823395598,0.419859311,9.580809264,2.020809264
3,9.9375,7.53,20,0.939692621,0.757735849,1.823395598,0.415563057,9.641447298,2.111447298
3,9.875,6.72,20,0.939692621,0.680506329,1.823395598,0.373208277,9.580809264,2.860809264
3,44.5,44.82,20,0.939692621,1.007191011,1.823395598,0.552371088,43.17427972,-1.645720278
3,44.75,44.4,20,0.939692621,0.992178771,1.823395598,0.544137965,43.41683186,-0.983168144
3,44.75,44.31,20,0.939692621,0.990167598,1.823395598,0.543034983,43.41683186,-0.893168144
3,44.5,44.12,20,0.939692621,0.991460674,1.823395598,0.543744141,43.17427972,-0.945720278
3,44.5,43.93,20,0.939692621,0.987191011,1.823395598,0.541402542,43.17427972,-0.755720278
3,44.5,43.87,20,0.939692621,0.985842697,1.823395598,0.540663089,43.17427972,-0.695720278
3,44.75,43.75,20,0.939692621,0.977653631,1.823395598,0.536171982,43.41683186,-0.333168144
3,44.5,43.7,20,0.939692621,0.982022472,1.823395598,0.538567973,43.17427972,-0.525720278
3,44.75,43.41,20,0.939692621,0.970055866,1.823395598,0.532005159,43.41683186,0.006831856
3,44.75,43.33,20,0.939692621,0.968268156,1.823395598,0.531024731,43.41683186,0.086831856
3,44.5,43.2,20,0.939692621,0.970786517,1.823395598,0.532405868,43.17427972,-0.025720278
3,44.75,42.75,20,0.939692621,0.955307263,1.823395598,0.523916622,43.41683186,0.666831856
3,44.5,42.7,20,0.939692621,0.959550562,1.823395598,0.526243763,43.17427972,0.474279722
3,44.75,42.54,20,0.939692621,0.950614525,1.823395598,0.521342997,43.41683186,0.876831856
3,44.75,42.41,20,0.939692621,0.947709497,1.823395598,0.5197498,43.41683186,1.006831856
3,44.5,42.31,20,0.939692621,0.950786517,1.823395598,0.521437322,43.17427972,0.864279722
3,88.9375,91.37,20,0.939692621,1.027350668,1.823395598,0.563427195,86.28792141,-5.082078588
3,89.5,90.23,20,0.939692621,1.008156425,1.823395598,0.552900547,86.83366371,-3.396336289
3,89.5,88.95,20,0.939692621,0.993854749,1.823395598,0.545057117,86.83366371,-2.116336289
3,88.9375,88.35,20,0.939692621,0.993394238,1.823395598,0.54480456,86.28792141,-2.062078588
3,88.9375,87.31,20,0.939692621,0.981700632,1.823395598,0.538391468,86.28792141,-1.022078588
3,89.5,87.15,20,0.939692621,0.973743017,1.823395598,0.534027294,86.83366371,-0.316336289
3,88.9375,86.65,20,0.939692621,0.974279691,1.823395598,0.53432162,86.28792141,-0.362078588
3,89.5,85.88,20,0.939692621,0.959553073,1.823395598,0.52624514,86.83366371,0.953663711
3,134.25,135.85,20,0.939692621,1.011918063,1.823395598,0.554963533,130.2504956,-5.599504433
3,134.25,134.86,20,0.939692621,1.004543762,1.823395598,0.550919264,130.2504956,-4.609504433
3,133.4375,133.17,20,0.939692621,0.997995316,1.823395598,0.547327918,129.4622011,-3.707798866
3,134.25,130.89,20,0.939692621,0.974972067,1.823395598,0.534701338,130.2504956,-0.639504433
3,133.4375,130.65,20,0.939692621,0.97911007,1.823395598,0.536970733,129.4622011,-1.187798866
3,134.25,130.53,20,0.939692621,0.972290503,1.823395598,0.533230695,130.2504956,-0.279504433
4,12.9375,9.55,20,0.939692621,0.738164251,1.367546699,0.53977261,9.414054673,-0.135945327
4,12.75,9.46,20,0.939692621,0.741960784,1.367546699,0.542548774,9.277619098,-0.182380902
4,12.75,8.98,20,0.939692621,0.704313725,1.367546699,0.515019872,9.277619098,0.297619098
4,12.9375,8.75,20,0.939692621,0.676328502,1.367546699,0.494556057,9.414054673,0.664054673
4,12.9375,8.68,20,0.939692621,0.670917874,1.367546699,0.490599608,9.414054673,0.734054673
4,12.9375,8.67,20,0.939692621,0.670144928,1.367546699,0.490034401,9.414054673,0.744054673
4,12.75,8.65,20,0.939692621,0.678431373,1.367546699,0.496093752,9.277619098,0.627619098
4,12.75,8.64,20,0.939692621,0.677647059,1.367546699,0.495520233,9.277619098,0.637619098
4,12.75,8.62,20,0.939692621,0.676078431,1.367546699,0.494373195,9.277619098,0.657619098
4,12.9375,8.59,20,0.939692621,0.663961353,1.367546699,0.485512746,9.414054673,0.824054673
4,58.1875,44.95,20,0.939692621,0.772502685,1.367546699,0.564882125,42.34050676,-2.609493236
4,57.4375,44.14,20,0.939692621,0.768487486,1.367546699,0.561946065,41.79476446,-2.345235536
4,57.4375,43.2,20,0.939692621,0.752121872,1.367546699,0.549978931,41.79476446,-1.405235536
4,58.1875,42.44,20,0.939692621,0.729366273,1.367546699,0.533339208,42.34050676,-0.099493236
4,58.1875,42.4,20,0.939692621,0.72867884,1.367546699,0.532836532,42.34050676,-0.059493236
4,57.4375,42.07,20,0.939692621,0.732448313,1.367546699,0.535592908,41.79476446,-0.275235536
4,58.1875,42.04,20,0.939692621,0.722491944,1.367546699,0.528312448,42.34050676,0.300506764
4,58.1875,40.68,20,0.939692621,0.699119227,1.367546699,0.511221465,42.34050676,1.660506764
4,58.1875,40.12,20,0.939692621,0.689495166,1.367546699,0.504184001,42.34050676,2.220506764
4,57.4375,39.62,20,0.939692621,0.689793254,1.367546699,0.504401973,41.79476446,2.174764464
4,116.375,88.06,20,0.939692621,0.756691729,1.367546699,0.553320578,84.68101353,-3.378986471
4,116.375,87.01,20,0.939692621,0.747669173,1.367546699,0.546722956,84.68101353,-2.328986471
4,114.875,86.91,20,0.939692621,0.75656148,1.367546699,0.553225335,83.58952893,-3.320471071
4,116.375,86.18,20,0.939692621,0.740537057,1.367546699,0.541507692,84.68101353,-1.498986471
4,114.875,86.03,20,0.939692621,0.748900979,1.367546699,0.547623697,83.58952893,-2.440471071
4,114.875,85.25,20,0.939692621,0.74211099,1.367546699,0.54265861,83.58952893,-1.660471071
4,114.875,84.28,20,0.939692621,0.733667029,1.367546699,0.536484078,83.58952893,-0.690471071
4,116.375,83.91,20,0.939692621,0.721031149,1.367546699,0.527244262,84.68101353,0.771013529
4,114.875,83.08,20,0.939692621,0.723220892,1.367546699,0.528845481,83.58952893,0.509528929
4,116.375,82.85,20,0.939692621,0.711922664,1.367546699,0.520583805,84.68101353,1.831013529
4,172.375,131.59,20,0.939692621,0.763393764,1.367546699,0.558221349,125.4297719,-6.160228082
4,174.5,131.56,20,0.939692621,0.753925501,1.367546699,0.551297811,126.9760418,-4.583958232
4,174.5,131.29,20,0.939692621,0.752378223,1.367546699,0.550166385,126.9760418,-4.313958232
4,172.375,131.29,20,0.939692621,0.761653372,1.367546699,0.556948712,125.4297719,-5.860228082
4,174.5,129.02,20,0.939692621,0.739369628,1.367546699,0.540654025,126.9760418,-2.043958232
4,172.375,127.79,20,0.939692621,0.741348803,1.367546699,0.542101271,125.4297719,-2.360228082
4,174.5,127.68,20,0.939692621,0.731690544,1.367546699,0.5350388,126.9760418,-0.703958232
4,172.375,126.22,20,0.939692621,0.732240754,1.367546699,0.535441133,125.4297719,-0.790228082
4,172.375,125.69,20,0.939692621,0.729166062,1.367546699,0.533192807,125.4297719,-0.260228082
4,174.5,125.31,20,0.939692621,0.718108883,1.367546699,0.525107394,126.9760418,1.666041768
5,16.4375,9.84,20,0.939692621,0.598631179,1.094037359,0.547176176,9.568681658,-0.271318342
5,16.375,9.82,20,0.939692621,0.599694656,1.094037359,0.548148243,9.532298838,-0.287701162
5,16.375,9.64,20,0.939692621,0.58870229,1.094037359,0.53810072,9.532298838,-0.107701162
5,16.375,9.39,20,0.939692621,0.573435115,1.094037359,0.524145825,9.532298838,0.142298838
5,16.4375,9.22,20,0.939692621,0.560912548,1.094037359,0.512699629,9.568681658,0.348681658
5,16.375,9.05,20,0.939692621,0.552671756,1.094037359,0.505167169,9.532298838,0.482298838
5,16.4375,8.9,20,0.939692621,0.541444867,1.094037359,0.494905281,9.568681658,0.668681658
5,16.375,8.8,20,0.939692621,0.53740458,1.094037359,0.491212275,9.532298838,0.732298838
5,16.4375,8.68,20,0.939692621,0.528060837,1.094037359,0.482671668,9.568681658,0.888681658
5,16.375,8.64,20,0.939692621,0.527633588,1.094037359,0.482281143,9.532298838,0.892298838
5,73.75,45.12,20,0.939692621,0.61179661,1.094037359,0.55920998,42.93172759,-2.188272411
5,73.9375,44.8,20,0.939692621,0.60591716,1.094037359,0.553835895,43.04087605,-1.759123951
5,73.75,44.07,20,0.939692621,0.597559322,1.094037359,0.54619645,42.93172759,-1.138272411
5,73.9375,43.1,20,0.939692621,0.582924768,1.094037359,0.532819801,43.04087605,-0.059123951
5,73.9375,42.47,20,0.939692621,0.574404057,1.094037359,0.525031483,43.04087605,0.570876049
5,73.9375,42.43,20,0.939692621,0.57386306,1.094037359,0.524536987,43.04087605,0.610876049
5,73.75,42.34,20,0.939692621,0.574101695,1.094037359,0.52475511,42.93172759,0.591727589
5,73.9375,42.15,20,0.939692621,0.570076078,1.094037359,0.521075513,43.04087605,0.890876049
5,73.75,41.54,20,0.939692621,0.563254237,1.094037359,0.51484004,42.93172759,1.391727589
5,73.75,41.11,20,0.939692621,0.557423729,1.094037359,0.509510689,42.93172759,1.821727589
5,147.875,88.57,20,0.939692621,0.598951817,1.094037359,0.547469255,86.0817521,-2.488247902
5,147.875,88.49,20,0.939692621,0.59841082,1.094037359,0.546974758,86.0817521,-2.408247902
5,147.5,88.29,20,0.939692621,0.598576271,1.094037359,0.547125988,85.86345518,-2.426544822
5,147.5,87.76,20,0.939692621,0.594983051,1.094037359,0.543841621,85.86345518,-1.896544822
5,147.5,87.21,20,0.939692621,0.591254237,1.094037359,0.540433316,85.86345518,-1.346544822
5,147.5,86.74,20,0.939692621,0.588067797,1.094037359,0.537520764,85.86345518,-0.876544822
5,147.5,86.73,20,0.939692621,0.588,1.094037359,0.537458794,85.86345518,-0.866544822
5,147.875,86.13,20,0.939692621,0.582451395,1.094037359,0.532387116,86.0817521,-0.048247902
5,147.875,86.04,20,0.939692621,0.581842773,1.094037359,0.531830808,86.0817521,0.041752098
5,147.875,85.9,20,0.939692621,0.580896027,1.094037359,0.530965439,86.0817521,0.181752098
5,221.875,134.96,20,0.939692621,0.608270423,1.094037359,0.555986884,129.159011,-5.800989033
5,221.25,134.18,20,0.939692621,0.606463277,1.094037359,0.554335071,128.7951828,-5.384817233
5,221.25,133.97,20,0.939692621,0.605514124,1.094037359,0.553467502,128.7951828,-5.174817233
5,221.875,133.44,20,0.939692621,0.601419718,1.094037359,0.549725028,129.159011,-4.280989033
5,221.875,133.07,20,0.939692621,0.599752113,1.094037359,0.548200761,129.159011,-3.910989033
5,221.875,131.04,20,0.939692621,0.590602817,1.094037359,0.539837888,129.159011,-1.880989033
5,221.25,130.57,20,0.939692621,0.590146893,1.094037359,0.539421152,128.7951828,-1.774817233
5,221.875,128.54,20,0.939692621,0.579335211,1.094037359,0.529538783,129.159011,0.619010967
5,221.25,128.16,20,0.939692621,0.579254237,1.094037359,0.529464769,128.7951828,0.635182767
5,221.25,126.54,20,0.939692621,0.571932203,1.094037359,0.522772096,128.7951828,2.255182767
2,6.5625,12.3,30,0.866025404,1.874285714,2.52067571,0.743564794,9.550490248,-2.749509752
2,6.5,9.25,30,0.866025404,1.423076923,2.52067571,0.564561684,9.459533198,0.209533198
2,6.5,9.06,30,0.866025404,1.393846154,2.52067571,0.552965282,9.459533198,0.399533198
2,6.5,7.81,30,0.866025404,1.201538462,2.52067571,0.476673162,9.459533198,1.649533198
2,6.5,7.79,30,0.866025404,1.198461538,2.52067571,0.475452488,9.459533198,1.669533198
2,6.5,7.76,30,0.866025404,1.193846154,2.52067571,0.473621477,9.459533198,1.699533198
2,6.5,7.7,30,0.866025404,1.184615385,2.52067571,0.469959456,9.459533198,1.759533198
2,6.5,7.64,30,0.866025404,1.175384615,2.52067571,0.466297434,9.459533198,1.819533198
2,6.5,7.64,30,0.866025404,1.175384615,2.52067571,0.466297434,9.459533198,1.819533198
2,6.5625,7.58,30,0.866025404,1.155047619,2.52067571,0.458229361,9.550490248,1.970490248
2,6.5,7.57,30,0.866025404,1.164615385,2.52067571,0.462025075,9.459533198,1.889533198
2,6.5,7.53,30,0.866025404,1.158461538,2.52067571,0.459583727,9.459533198,1.929533198
2,6.5,7.5,30,0.866025404,1.153846154,2.52067571,0.457752717,9.459533198,1.959533198
2,6.5,7.06,30,0.866025404,1.086153846,2.52067571,0.430897891,9.459533198,2.399533198
2,6.5,6.77,30,0.866025404,1.041538462,2.52067571,0.413198119,9.459533198,2.689533198
2,6.5,6.56,30,0.866025404,1.009230769,2.52067571,0.400381043,9.459533198,2.899533198
2,29.375,51.98,30,0.866025404,1.769531915,2.52067571,0.702006969,42.74981349,-9.230186511
2,29.375,49.93,30,0.866025404,1.699744681,2.52067571,0.674321046,42.74981349,-7.180186511
2,29.3125,41.17,30,0.866025404,1.404520256,2.52067571,0.557199901,42.65885644,1.488856439
2,29.3125,40.79,30,0.866025404,1.391556503,2.52067571,0.552056934,42.65885644,1.868856439
2,29.3125,40.63,30,0.866025404,1.386098081,2.52067571,0.549891474,42.65885644,2.028856439
2,29.3125,39.92,30,0.866025404,1.361876333,2.52067571,0.540282245,42.65885644,2.738856439
2,29.3125,39.83,30,0.866025404,1.35880597,2.52067571,0.539064174,42.65885644,2.828856439
2,29.3125,39.47,30,0.866025404,1.34652452,2.52067571,0.534191889,42.65885644,3.188856439
2,29.3125,39.22,30,0.866025404,1.337995736,2.52067571,0.530808358,42.65885644,3.438856439
2,29.3125,38.68,30,0.866025404,1.319573561,2.52067571,0.523499931,42.65885644,3.978856439
2,29.3125,38.64,30,0.866025404,1.318208955,2.52067571,0.522958566,42.65885644,4.018856439
2,29.3125,38.06,30,0.866025404,1.298422175,2.52067571,0.515108774,42.65885644,4.598856439
2,29.3125,37.61,30,0.866025404,1.283070362,2.52067571,0.509018418,42.65885644,5.048856439
2,29.3125,37.44,30,0.866025404,1.277270789,2.52067571,0.506717617,42.65885644,5.218856439
2,29.3125,36.95,30,0.866025404,1.260554371,2.52067571,0.500085896,42.65885644,5.708856439
2,29.3125,36.78,30,0.866025404,1.254754797,2.52067571,0.497785095,42.65885644,5.878856439
2,29.375,36.21,30,0.866025404,1.232680851,2.52067571,0.48902794,42.74981349,6.539813489
2,58.8125,98.85,30,0.866025404,1.680765143,2.52067571,0.666791502,85.59058403,-13.25941597
2,58.8125,95.47,30,0.866025404,1.623294368,2.52067571,0.643991752,85.59058403,-9.879415972
2,58.6875,85.11,30,0.866025404,1.450223642,2.52067571,0.575331304,85.40866993,0.298669928
2,58.6875,84.87,30,0.866025404,1.446134185,2.52067571,0.573708938,85.40866993,0.538669928
2,58.8125,84.41,30,0.866025404,1.435239107,2.52067571,0.569386654,85.59058403,1.180584028
2,58.6875,84.08,30,0.866025404,1.432673056,2.52067571,0.568368652,85.40866993,1.328669928
2,58.6875,84.02,30,0.866025404,1.431650692,2.52067571,0.567963061,85.40866993,1.388669928
2,58.6875,83.76,30,0.866025404,1.427220447,2.52067571,0.566205499,85.40866993,1.648669928
2,58.6875,83.65,30,0.866025404,1.425346113,2.52067571,0.565461915,85.40866993,1.758669928
2,58.8125,83.2,30,0.866025404,1.41466525,2.52067571,0.561224613,85.59058403,2.390584028
2,58.6875,82.9,30,0.866025404,1.41256656,2.52067571,0.560392023,85.40866993,2.508669928
2,58.6875,82.85,30,0.866025404,1.41171459,2.52067571,0.56005403,85.40866993,2.558669928
2,58.6875,82.72,30,0.866025404,1.409499468,2.52067571,0.559175249,85.40866993,2.688669928
2,58.8125,82.6,30,0.866025404,1.404463337,2.52067571,0.55717732,85.59058403,2.990584028
2,58.6875,82.27,30,0.866025404,1.401831736,2.52067571,0.556133314,85.40866993,3.138669928
2,58.8125,82.19,30,0.866025404,1.39749203,2.52067571,0.55441167,85.59058403,3.400584028
2,58.6875,81.56,30,0.866025404,1.389733759,2.52067571,0.551333817,85.40866993,3.848669928
2,58.6875,81.52,30,0.866025404,1.389052183,2.52067571,0.551063422,85.40866993,3.888669928
2,58.8125,81.08,30,0.866025404,1.378618491,2.52067571,0.546924178,85.59058403,4.510584028
2,58.6875,81.05,30,0.866025404,1.381043663,2.52067571,0.54788629,85.40866993,4.358669928
2,58.6875,80.35,30,0.866025404,1.369116081,2.52067571,0.543154391,85.40866993,5.058669928
2,58.8125,80.09,30,0.866025404,1.361785335,2.52067571,0.540246145,85.59058403,5.500584028
2,88,126.6,30,0.866025404,1.438636364,2.52067571,0.57073441,128.0675264,1.467526368
2,88.1875,126.55,30,0.866025404,1.435010631,2.52067571,0.569296013,128.3403975,1.790397518
2,88,125.1,30,0.866025404,1.421590909,2.52067571,0.563972154,128.0675264,2.967526368
2,88,124.23,30,0.866025404,1.411704545,2.52067571,0.560050045,128.0675264,3.837526368
2,88.1875,124.1,30,0.866025404,1.407228916,2.52067571,0.558274478,128.3403975,4.240397518
2,88,124.05,30,0.866025404,1.409659091,2.52067571,0.559238575,128.0675264,4.017526368
2,88,123.94,30,0.866025404,1.408409091,2.52067571,0.558742676,128.0675264,4.127526368
2,88,122.94,30,0.866025404,1.397045455,2.52067571,0.554234505,128.0675264,5.127526368
3,9.9375,10.13,30,0.866025404,1.019371069,1.680450473,0.606605839,9.641447298,-0.488552702
3,9.875,7.82,30,0.866025404,0.791898734,1.680450473,0.471241936,9.580809264,1.760809264
3,44.75,48.88,30,0.866025404,1.092290503,1.680450473,0.649998628,43.41683186,-5.463168144
3,44.5,44.15,30,0.866025404,0.992134831,1.680450473,0.590398139,43.17427972,-0.975720278
3,44.5,43.31,30,0.866025404,0.973258427,1.680450473,0.579165196,43.17427972,-0.135720278
3,44.5,42.57,30,0.866025404,0.956629213,1.680450473,0.569269508,43.17427972,0.604279722
3,44.5,42.25,30,0.866025404,0.949438202,1.680450473,0.564990291,43.17427972,0.924279722
3,44.75,41.26,30,0.866025404,0.922011173,1.680450473,0.548669055,43.41683186,2.156831856
3,44.5,40.85,30,0.866025404,0.917977528,1.680450473,0.546268719,43.17427972,2.324279722
3,44.5,40.75,30,0.866025404,0.915730337,1.680450473,0.544931464,43.17427972,2.424279722
3,44.75,40.53,30,0.866025404,0.905698324,1.680450473,0.538961629,43.41683186,2.886831856
3,44.5,40.18,30,0.866025404,0.902921348,1.680450473,0.53730911,43.17427972,2.994279722
3,89.5,97.44,30,0.866025404,1.088715084,1.680450473,0.647870973,86.83366371,-10.60633629
3,88.9375,85.52,30,0.866025404,0.961574139,1.680450473,0.572212127,86.28792141,0.767921412
3,89.5,85.19,30,0.866025404,0.951843575,1.680450473,0.566421677,86.83366371,1.643663711
3,88.9375,84.01,30,0.866025404,0.944595924,1.680450473,0.562108755,86.28792141,2.277921412
3,88.9375,83.25,30,0.866025404,0.936050597,1.680450473,0.557023615,86.28792141,3.037921412
3,88.9375,82.65,30,0.866025404,0.929304287,1.680450473,0.55300903,86.28792141,3.637921412
3,88.9375,82.63,30,0.866025404,0.92907941,1.680450473,0.552875211,86.28792141,3.657921412
3,89.5,81.87,30,0.866025404,0.914748603,1.680450473,0.544347256,86.83366371,4.963663711
3,134.25,127.1,30,0.866025404,0.946741155,1.680450473,0.563385336,130.2504956,3.150495567
3,134.25,126.82,30,0.866025404,0.944655493,1.680450473,0.562144204,130.2504956,3.430495567
3,134.25,125.54,30,0.866025404,0.935121043,1.680450473,0.556470457,130.2504956,4.710495567
3,134.25,125.51,30,0.866025404,0.934897579,1.680450473,0.556337479,130.2504956,4.740495567
3,133.4375,124.69,30,0.866025404,0.934444965,1.680450473,0.556068138,129.4622011,4.772201134
3,133.4375,124.63,30,0.866025404,0.933995316,1.680450473,0.555800561,129.4622011,4.832201134
3,133.4375,124.5,30,0.866025404,0.933021077,1.680450473,0.555220813,129.4622011,4.962201134
3,133.4375,124.21,30,0.866025404,0.930847775,1.680450473,0.553927527,129.4622011,5.252201134
3,133.4375,123.88,30,0.866025404,0.928374707,1.680450473,0.552455858,129.4622011,5.582201134
3,133.4375,122.81,30,0.866025404,0.920355972,1.680450473,0.54768408,129.4622011,6.652201134
4,12.9375,11.68,30,0.866025404,0.902801932,1.260337855,0.716317398,9.414054673,-2.265945327
4,12.75,10.35,30,0.866025404,0.811764706,1.260337855,0.644084999,9.277619098,-1.072380902
4,12.75,8.91,30,0.866025404,0.698823529,1.260337855,0.554473173,9.277619098,0.367619098
4,12.75,8.73,30,0.866025404,0.684705882,1.260337855,0.543271695,9.277619098,0.547619098
